NO_OF_CHLD,EDU_DESC,MRRY_DESC,ADDR_PRVC,OCPN_DESC,NO_OF_CHLD_prev,EDU_DESC_prev,MRRY_DESC_prev,ADDR_PRVC_prev,OCPN_DESC_prev
0.0,vocational certificate/ diploma,married,ขอนแก่น,commerce employee,1.0,vocational certificate/ diploma,married,ขอนแก่น,"civil servant, state enterprise employee, pensioner"
0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,"student, university student"
0.0,vocational certificate/ diploma,single,ชลบุรี,industrial business employee,0.0,vocational certificate/ diploma,single,ชลบุรี,industrial business employee
0.0,others,single,ปทุมธานี,commerce employee,0.0,others,single,ปทุมธานี,industrial business employee
0.0,bachelor's degree,single,ขอนแก่น,service business employee,0.0,bachelor's degree,single,ยโสธร,service business employee
1.0,bachelor's degree,married - registered,ร้อยเอ็ด,soldier,0.0,bachelor's degree,married - registered,ร้อยเอ็ด,soldier
0.0,others,married - registered,กรุงเทพมหานคร,"teacher and executive in kindergarten; primary, secondary, vocational school",0.0,bachelor's degree,married,กรุงเทพมหานคร,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,bachelor's degree,married,กรุงเทพมหานคร,housewife/househusband,0.0,bachelor's degree,married,กรุงเทพมหานคร,commerce employee
0.0,master's degree,widow,ปทุมธานี,government employee,1.0,master's degree,widow,ปทุมธานี,nurse
0.0,bachelor's degree,married - non registered,อุบลราชธานี,commerce entrepreneur,0.0,,,อุบลราชธานี,government employee
0.0,bachelor's degree,single,ขอนแก่น,service business employee,0.0,others,single,บุรีรัมย์,engineer
0.0,less than high school,single,ชลบุรี,commerce entrepreneur,0.0,less than high school,single,ชลบุรี,freelance
3.0,vocational certificate/ diploma,married,ลพบุรี,government employee,3.0,vocational certificate/ diploma,married,กรุงเทพมหานคร,nurse
1.0,bachelor's degree,married,อุบลราชธานี,commerce entrepreneur,1.0,bachelor's degree,married,อุบลราชธานี,housewife/househusband
0.0,high school,single,อุดรธานี,commerce employee,0.0,high school,married,กรุงเทพมหานคร,"employee of company, store, office"
0.0,bachelor's degree,married,ภูเก็ต,unemployed,0.0,bachelor's degree,married,กรุงเทพมหานคร,unemployed
1.0,less than high school,widow,สมุทรสาคร,commerce entrepreneur,1.0,less than high school,widow,สมุทรสาคร,service business entrepreneur
0.0,vocational certificate,married - registered,ชลบุรี,trade of antiques under control of sale by auction and trade of antiques act b.e.2474 (1931),0.0,others,married - registered,ชลบุรี,commerce entrepreneur
0.0,others,married,เพชรบุรี,industrial business employee,0.0,others,married,เพชรบุรี,"employee of company, store, office"
0.0,high school,single,กรุงเทพมหานคร,housewife/househusband,0.0,high school,single,กรุงเทพมหานคร,freelance
0.0,,single,ชลบุรี,industrial business employee,0.0,,single,กรุงเทพมหานคร,industrial business employee
0.0,high school,single,ระยอง,service business entrepreneur,0.0,high school,single,ระยอง,"student, university student"
1.0,bachelor's degree,single,สระบุรี,employee of cooperative,0.0,bachelor's degree,single,สระบุรี,employee of cooperative
0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee,0.0,bachelor's degree,single,สมุทรปราการ,service business employee
0.0,bachelor's degree,married,สุราษฎร์ธานี,service business employee,0.0,bachelor's degree,married,สุราษฎร์ธานี,agro industry employee
0.0,bachelor's degree,single,เชียงใหม่,service business employee,0.0,bachelor's degree,single,เชียงใหม่,service business employee
0.0,,married,ยะลา,agricultural/ agro industry entrepreneur,0.0,,,ยะลา,unemployed
0.0,master's degree,single,ชลบุรี,service business entrepreneur,0.0,bachelor's degree,single,ชลบุรี,service business entrepreneur
0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,service business employee
0.0,less than high school,married,ปทุมธานี,service business entrepreneur,0.0,less than high school,married - registered,ปทุมธานี,service business entrepreneur
0.0,less than high school,single,ศรีสะเกษ,housewife/househusband,0.0,less than high school,single,ภูเก็ต,freelance
0.0,bachelor's degree,married,นนทบุรี,industrial business employee,0.0,bachelor's degree,single,นนทบุรี,commerce employee
0.0,,single,ชลบุรี,industrial business employee,0.0,,single,ศรีสะเกษ,soldier
0.0,others,married,นนทบุรี,service business employee,0.0,others,single,กระบี่,"student, university student"
0.0,,single,นครราชสีมา,industrial business employee,0.0,,single,นครราชสีมา,service business employee
1.0,bachelor's degree,married,ปทุมธานี,unemployed,1.0,bachelor's degree,married,กรุงเทพมหานคร,freelance
0.0,doctorate's degree,married - registered,ราชบุรี,"teacher and executive in kindergarten; primary, secondary, vocational school",0.0,others,married - registered,ราชบุรี,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,bachelor's degree,married - registered,กาฬสินธุ์,service business employee,0.0,others,married,กาฬสินธุ์,commercial bank employee
0.0,less than high school,single,ตาก,agricultural/ agro industry entrepreneur,0.0,less than high school,single,สมุทรปราการ,industrial business employee
0.0,,single,ศรีสะเกษ,agricultural/ agro industry entrepreneur,0.0,,single,กรุงเทพมหานคร,industrial business employee
0.0,vocational certificate/ diploma,married,นนทบุรี,freelance,0.0,vocational certificate/ diploma,married,นนทบุรี,commerce entrepreneur
0.0,high school,single,เชียงราย,commerce employee,0.0,high school,single,กรุงเทพมหานคร,commerce employee
1.0,less than high school,married,อุดรธานี,housewife/househusband,1.0,less than high school,single,อุดรธานี,housewife/househusband
0.0,less than high school,single,นครศรีธรรมราช,agricultural/ agro industry entrepreneur,0.0,less than high school,single,นครศรีธรรมราช,other freelancers
1.0,bachelor's degree,married - registered,เชียงใหม่,soldier,0.0,bachelor's degree,married - registered,เชียงใหม่,soldier
1.0,others,single,อุดรธานี,commerce employee,1.0,others,others,อุดรธานี,service business employee
0.0,high school,married,กาฬสินธุ์,service business entrepreneur,0.0,high school,married,ชลบุรี,industrial business employee
0.0,,single,กรุงเทพมหานคร,"student, university student",0.0,,single,กรุงเทพมหานคร,service business employee
2.0,others,married - non registered,นนทบุรี,commerce employee,2.0,vocational certificate/ diploma,married,นนทบุรี,entrepreneur/ owner/ company director/ partner
0.0,high school,single,ฉะเชิงเทรา,commerce entrepreneur,0.0,high school,single,ฉะเชิงเทรา,service business employee
0.0,less than high school,single,ปทุมธานี,commerce entrepreneur,0.0,less than high school,married,ปทุมธานี,service business entrepreneur
0.0,less than high school,single,กรุงเทพมหานคร,freelance,0.0,less than high school,married,กรุงเทพมหานคร,service business entrepreneur
0.0,bachelor's degree,single,กรุงเทพมหานคร,industrial business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce entrepreneur
0.0,vocational certificate/ diploma,single,ชลบุรี,industrial business employee,0.0,vocational certificate/ diploma,single,ชลบุรี,service business employee
3.0,high school,single,กรุงเทพมหานคร,commerce employee,3.0,high school,single,กรุงเทพมหานคร,freelance
0.0,high school,single,สุราษฎร์ธานี,commerce employee,0.0,high school,single,สุราษฎร์ธานี,agricultural/ agro industry entrepreneur
0.0,less than high school,single,ราชบุรี,service business employee,0.0,less than high school,single,ราชบุรี,commerce employee
0.0,bachelor's degree,married - registered,ภูเก็ต,police officer,0.0,vocational certificate,married,สงขลา,police officer
0.0,,,กรุงเทพมหานคร,service business employee,0.0,,,กรุงเทพมหานคร,"employee of company, store, office"
0.0,others,single,กรุงเทพมหานคร,government employee,0.0,others,single,กรุงเทพมหานคร,government employee
0.0,bachelor's degree,married - non registered,กรุงเทพมหานคร,industrial business employee,0.0,bachelor's degree,married - non registered,ปทุมธานี,industrial business employee
0.0,high school,single,กรุงเทพมหานคร,commerce employee,0.0,high school,single,กรุงเทพมหานคร,service business employee
0.0,,married,ตรัง,commerce employee,0.0,,,ตรัง,agro industry employee
0.0,vocational certificate,single,ชุมพร,commerce employee,0.0,vocational certificate,single,ชุมพร,freelance
0.0,bachelor's degree,single,กรุงเทพมหานคร,service business entrepreneur,0.0,,single,กรุงเทพมหานคร,freelance
0.0,high school,single,นครศรีธรรมราช,"student, university student",0.0,high school,single,สุราษฎร์ธานี,"student, university student"
1.0,bachelor's degree,single,กรุงเทพมหานคร,industrial business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,industrial business employee
0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce employee
0.0,others,single,กรุงเทพมหานคร,service business employee,0.0,others,single,แพร่,others
0.0,,single,ปราจีนบุรี,industrial business employee,0.0,,single,ศรีสะเกษ,commerce employee
0.0,vocational certificate/ diploma,single,ชลบุรี,industrial business employee,0.0,vocational certificate/ diploma,single,บุรีรัมย์,"employee of company, store, office"
0.0,bachelor's degree,single,แพร่,commerce entrepreneur,0.0,bachelor's degree,married - registered,แพร่,commerce entrepreneur
0.0,others,married,สุราษฎร์ธานี,service business employee,0.0,others,married - registered,ภูเก็ต,service business employee
0.0,others,single,กรุงเทพมหานคร,freelance,0.0,others,others,กรุงเทพมหานคร,commerce employee
0.0,bachelor's degree,married,พระนครศรีอยุธยา,service business employee,0.0,bachelor's degree,single,พระนครศรีอยุธยา,industrial business employee
1.0,vocational certificate/ diploma,married,อุบลราชธานี,service business entrepreneur,1.0,vocational certificate/ diploma,married,อุบลราชธานี,entrepreneur/ owner/ company director/ partner
1.0,master's degree,married - registered,พัทลุง,government employee,0.0,master's degree,married - registered,พัทลุง,government employee
0.0,vocational certificate/ diploma,married - registered,บุรีรัมย์,service business entrepreneur,0.0,high school,single,บุรีรัมย์,"student, university student"
0.0,bachelor's degree,married,อุดรธานี,commerce employee,0.0,bachelor's degree,married - registered,อุดรธานี,commerce employee
0.0,,single,กรุงเทพมหานคร,service business employee,0.0,,,กรุงเทพมหานคร,freelance
0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce entrepreneur,0.0,others,single,กรุงเทพมหานคร,commerce entrepreneur
0.0,high school,married,ราชบุรี,freelance,0.0,high school,married,ราชบุรี,service business employee
0.0,less than high school,married,สระบุรี,industrial business employee,0.0,less than high school,married,สระบุรี,freelance
0.0,bachelor's degree,married - registered,ปทุมธานี,service business entrepreneur,0.0,bachelor's degree,single,ปทุมธานี,service business employee
0.0,high school,single,ลพบุรี,unemployed,0.0,high school,single,ลพบุรี,commerce entrepreneur
0.0,,single,กรุงเทพมหานคร,service business employee,0.0,,single,กรุงเทพมหานคร,unemployed
0.0,,single,กรุงเทพมหานคร,financial institution employee,0.0,,single,น่าน,commerce employee
0.0,high school,married,พระนครศรีอยุธยา,unemployed,0.0,high school,married,พระนครศรีอยุธยา,industrial business employee
0.0,others,married - registered,นครสวรรค์,commerce entrepreneur,0.0,others,married - registered,พิจิตร,commerce entrepreneur
0.0,,single,ชลบุรี,industrial business employee,0.0,,single,ระยอง,industrial business employee
0.0,less than high school,single,จันทบุรี,service business employee,0.0,less than high school,single,บึงกาฬ,others
0.0,master's degree,married,นนทบุรี,housewife/househusband,0.0,master's degree,married,กรุงเทพมหานคร,housewife/househusband
1.0,others,married - registered,นครปฐม,industrial business employee,0.0,others,married - registered,นครปฐม,industrial business employee
0.0,vocational certificate/ diploma,married,สุราษฎร์ธานี,industrial business employee,0.0,vocational certificate/ diploma,married,สุราษฎร์ธานี,agricultural/ agro industry entrepreneur
0.0,bachelor's degree,single,สระแก้ว,commerce employee,0.0,bachelor's degree,single,สระแก้ว,agro industry employee
0.0,master's degree,married - registered,กรุงเทพมหานคร,industrial business employee,0.0,master's degree,married - registered,กรุงเทพมหานคร,commerce employee
0.0,others,single,เชียงใหม่,freelance,0.0,others,single,กรุงเทพมหานคร,"student, university student"
0.0,bachelor's degree,single,ปัตตานี,industrial business employee,0.0,bachelor's degree,single,ปทุมธานี,industrial business employee
0.0,high school,married,พระนครศรีอยุธยา,industrial business employee,0.0,high school,others,พระนครศรีอยุธยา,industrial business employee
0.0,high school,single,ชลบุรี,service business employee,0.0,high school,single,ชลบุรี,"student, university student"
1.0,bachelor's degree,married - registered,หนองบัวลำภู,agricultural/ agro industry entrepreneur,1.0,others,married - registered,หนองบัวลำภู,agricultural/ agro industry entrepreneur
0.0,bachelor's degree,married,ศรีสะเกษ,unemployed,0.0,bachelor's degree,married,ภูเก็ต,unemployed
0.0,vocational certificate,single,กรุงเทพมหานคร,service business employee,0.0,vocational certificate,single,กรุงเทพมหานคร,service business employee
0.0,high school,single,กรุงเทพมหานคร,commerce employee,0.0,high school,single,กรุงเทพมหานคร,"student, university student"
0.0,high school,single,ชลบุรี,"student, university student",0.0,high school,single,ชลบุรี,"student, university student"
0.0,bachelor's degree,married - registered,สุราษฎร์ธานี,service business employee,0.0,others,others,สุราษฎร์ธานี,"student, university student"
0.0,high school,single,ชลบุรี,"student, university student",0.0,high school,single,เชียงราย,"student, university student"
0.0,less than high school,single,ปทุมธานี,"student, university student",0.0,less than high school,single,ปัตตานี,"student, university student"
0.0,bachelor's degree,divorce,ระยอง,service business employee,0.0,bachelor's degree,divorce,ระยอง,service business employee
1.0,bachelor's degree,married - registered,จันทบุรี,government employee,0.0,bachelor's degree,married - registered,จันทบุรี,government employee
0.0,bachelor's degree,single,กรุงเทพมหานคร,commerce entrepreneur,0.0,high school,single,กรุงเทพมหานคร,freelance
0.0,bachelor's degree,married,สงขลา,agricultural/ agro industry entrepreneur,0.0,bachelor's degree,married - registered,สงขลา,nurse
0.0,bachelor's degree,married,ขอนแก่น,commerce entrepreneur,0.0,bachelor's degree,married - registered,ขอนแก่น,commerce entrepreneur
1.0,high school,married,สงขลา,service business employee,1.0,high school,married,ตรัง,freelance
0.0,vocational certificate/ diploma,married,กรุงเทพมหานคร,government employee,0.0,vocational certificate/ diploma,others,กรุงเทพมหานคร,government employee
0.0,,single,กรุงเทพมหานคร,freelance,0.0,,single,กรุงเทพมหานคร,industrial business employee
0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee,0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,"student, university student"
0.0,others,single,ชลบุรี,service business employee,0.0,others,single,ชลบุรี,industrial business employee
0.0,high school,single,ปราจีนบุรี,commerce employee,0.0,high school,single,เลย,commerce employee
0.0,others,single,สมุทรสาคร,service business employee,0.0,others,married - registered,สมุทรสาคร,service business employee
1.0,high school,married,สระแก้ว,service business entrepreneur,1.0,high school,married,ปราจีนบุรี,"employee of company, store, office"
0.0,others,married,อำนาจเจริญ,police officer,0.0,others,married - registered,อำนาจเจริญ,police officer
0.0,less than high school,single,กรุงเทพมหานคร,service business employee,0.0,less than high school,single,กรุงเทพมหานคร,"employee of company, store, office"
0.0,others,single,สมุทรปราการ,service business employee,0.0,others,single,สมุทรปราการ,commerce employee
0.0,bachelor's degree,single,นนทบุรี,agricultural/ agro industry entrepreneur,0.0,bachelor's degree,single,นนทบุรี,service business employee
0.0,,married,กรุงเทพมหานคร,unemployed,0.0,,married,กรุงเทพมหานคร,commerce entrepreneur
0.0,others,single,เชียงใหม่,government employee,0.0,others,single,ลำปาง,government employee
0.0,vocational certificate/ diploma,single,ปทุมธานี,industrial business employee,0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,entrepreneur/ owner/ company director/ partner
0.0,high school,single,ชลบุรี,industrial business employee,0.0,high school,single,ชลบุรี,freelance
0.0,less than high school,single,ปทุมธานี,unemployed,0.0,less than high school,single,ปทุมธานี,freelance
0.0,bachelor's degree,single,สมุทรปราการ,service business employee,0.0,bachelor's degree,single,สมุทรปราการ,commercial bank employee
0.0,bachelor's degree,single,ราชบุรี,freelance,0.0,bachelor's degree,single,ราชบุรี,service business employee
1.0,bachelor's degree,married,กรุงเทพมหานคร,commerce entrepreneur,0.0,bachelor's degree,married,กรุงเทพมหานคร,commerce entrepreneur
0.0,high school,married,สมุทรปราการ,unemployed,0.0,high school,married,สมุทรปราการ,housewife/househusband
0.0,high school,married,สุพรรณบุรี,commerce employee,0.0,high school,married,สุพรรณบุรี,industrial business employee
0.0,others,single,สมุทรสาคร,industrial business employee,0.0,others,others,สมุทรสาคร,industrial business employee
0.0,high school,single,กรุงเทพมหานคร,service business employee,0.0,high school,single,นนทบุรี,service business employee
0.0,high school,single,นนทบุรี,service business employee,0.0,high school,single,พระนครศรีอยุธยา,"student, university student"
0.0,bachelor's degree,married - registered,ศรีสะเกษ,commerce entrepreneur,0.0,bachelor's degree,married - registered,ศรีสะเกษ,housewife/househusband
0.0,,single,กรุงเทพมหานคร,commerce entrepreneur,0.0,,married - registered,กรุงเทพมหานคร,commerce entrepreneur
0.0,vocational certificate/ diploma,married,กรุงเทพมหานคร,industrial entrepreneur,0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,"employee of company, store, office"
0.0,others,single,สระบุรี,industrial business employee,0.0,others,single,สระบุรี,"employee of company, store, office"
0.0,bachelor's degree,married - non registered,กรุงเทพมหานคร,industrial business employee,0.0,,single,กรุงเทพมหานคร,commerce employee
0.0,high school,married,สมุทรปราการ,commerce employee,0.0,high school,married,สมุทรปราการ,housewife/househusband
0.0,high school,single,สมุทรปราการ,freelance,0.0,high school,single,อุดรธานี,freelance
0.0,,single,สงขลา,service business employee,0.0,,,สงขลา,unemployed
0.0,bachelor's degree,single,นครศรีธรรมราช,commerce entrepreneur,0.0,bachelor's degree,single,นครศรีธรรมราช,government employee
0.0,bachelor's degree,married,เชียงใหม่,agricultural/ agro industry entrepreneur,0.0,bachelor's degree,married,เชียงใหม่,freelance
0.0,bachelor's degree,married,นนทบุรี,service business employee,0.0,bachelor's degree,married - registered,นนทบุรี,service business employee
0.0,others,single,กรุงเทพมหานคร,service business employee,0.0,others,single,กรุงเทพมหานคร,service business employee
0.0,,single,กรุงเทพมหานคร,commerce employee,0.0,,,กรุงเทพมหานคร,state enterprise employee
0.0,bachelor's degree,married - registered,นครปฐม,service business entrepreneur,0.0,vocational certificate,married - registered,นครปฐม,service business entrepreneur
1.0,bachelor's degree,single,กรุงเทพมหานคร,industrial business employee,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,industrial business employee
1.0,others,married,ปทุมธานี,commerce entrepreneur,1.0,others,married,ปทุมธานี,industrial business employee
0.0,,single,ขอนแก่น,dentist,0.0,,,นครพนม,dentist
0.0,others,single,กรุงเทพมหานคร,industrial business employee,0.0,others,single,กรุงเทพมหานคร,commerce employee
0.0,bachelor's degree,single,แม่ฮ่องสอน,industrial business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee
0.0,bachelor's degree,single,อุดรธานี,service business employee,0.0,bachelor's degree,single,อุดรธานี,"employee of company, store, office"
1.0,less than high school,married,กรุงเทพมหานคร,freelance,1.0,less than high school,married,อุบลราชธานี,freelance
0.0,,single,ปทุมธานี,industrial business employee,0.0,,single,ระยอง,industrial business employee
0.0,,married,ระยอง,industrial business employee,0.0,,married,ชัยภูมิ,housewife/househusband
0.0,high school,married,พระนครศรีอยุธยา,service business employee,0.0,high school,divorce,พระนครศรีอยุธยา,commercial bank employee
0.0,others,single,บุรีรัมย์,agricultural/ agro industry entrepreneur,0.0,others,single,อุดรธานี,"employee of company, store, office"
0.0,others,married - non registered,นครสวรรค์,commerce entrepreneur,0.0,others,married,นครสวรรค์,commerce entrepreneur
0.0,less than high school,married,กรุงเทพมหานคร,housewife/househusband,0.0,less than high school,married,ขอนแก่น,freelance
0.0,,single,กรุงเทพมหานคร,commerce employee,0.0,,single,กรุงเทพมหานคร,"employee of company, store, office"
0.0,vocational certificate/ diploma,single,ปทุมธานี,industrial business employee,0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,industrial business employee
1.0,bachelor's degree,married,กรุงเทพมหานคร,commerce employee,0.0,bachelor's degree,married,กรุงเทพมหานคร,commerce employee
0.0,less than high school,married,ปัตตานี,housewife/househusband,0.0,less than high school,married,ปัตตานี,housewife/househusband
0.0,high school,single,ชลบุรี,freelance,0.0,high school,single,กรุงเทพมหานคร,freelance
0.0,high school,single,นนทบุรี,industrial business employee,0.0,high school,single,ระยอง,"employee of company, store, office"
0.0,bachelor's degree,single,ปราจีนบุรี,industrial business employee,0.0,vocational certificate/ diploma,single,ปราจีนบุรี,industrial business employee
1.0,bachelor's degree,single,กรุงเทพมหานคร,government employee,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,government employee
0.0,less than high school,married,ตาก,freelance,0.0,less than high school,married,ตาก,freelance
0.0,less than high school,single,ปราจีนบุรี,commerce employee,0.0,less than high school,single,ปราจีนบุรี,commerce employee
0.0,high school,single,จันทบุรี,industrial business employee,0.0,high school,single,จันทบุรี,"student, university student"
0.0,others,married - registered,มหาสารคาม,"teacher and executive in kindergarten; primary, secondary, vocational school",0.0,bachelor's degree,single,มหาสารคาม,"teacher and executive in kindergarten; primary, secondary, vocational school"
0.0,others,married,กาฬสินธุ์,commerce entrepreneur,0.0,others,married - registered,กาฬสินธุ์,commerce entrepreneur
0.0,high school,single,ชลบุรี,service business employee,0.0,high school,single,ตาก,freelance
0.0,bachelor's degree,single,กรุงเทพมหานคร,engineer,0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee
0.0,high school,married,สมุทรปราการ,industrial business employee,0.0,high school,married,นครราชสีมา,industrial business employee
1.0,high school,widow,อ่างทอง,industrial business employee,0.0,high school,widow,อ่างทอง,industrial business employee
0.0,less than high school,married,นครราชสีมา,agricultural/ agro industry entrepreneur,0.0,less than high school,single,นครราชสีมา,freelance
1.0,vocational certificate,married - registered,กรุงเทพมหานคร,government employee,0.0,vocational certificate,married - registered,กรุงเทพมหานคร,government employee
0.0,high school,single,ขอนแก่น,unemployed,0.0,high school,single,นนทบุรี,commerce employee
0.0,,single,กรุงเทพมหานคร,industrial business employee,0.0,,single,อุดรธานี,"student, university student"
2.0,less than high school,married,สุพรรณบุรี,commerce entrepreneur,2.0,less than high school,married,สุพรรณบุรี,"employee of company, store, office"
0.0,less than high school,single,เชียงใหม่,service business employee,0.0,less than high school,single,ลำพูน,service business employee
0.0,bachelor's degree,single,ปทุมธานี,service business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee
0.0,bachelor's degree,single,ภูเก็ต,commerce entrepreneur,0.0,bachelor's degree,single,ภูเก็ต,service business employee
0.0,vocational certificate,single,ชลบุรี,commerce entrepreneur,0.0,vocational certificate,single,ชลบุรี,freelance
0.0,bachelor's degree,single,สมุทรปราการ,financial institution employee,0.0,bachelor's degree,single,สมุทรปราการ,service business employee
0.0,others,single,นครราชสีมา,service business entrepreneur,0.0,others,married - registered,นครราชสีมา,service business entrepreneur
1.0,bachelor's degree,married,นนทบุรี,commerce employee,1.0,bachelor's degree,married - registered,นนทบุรี,commerce employee
0.0,vocational certificate/ diploma,single,ชลบุรี,commerce entrepreneur,0.0,vocational certificate/ diploma,married,สมุทรปราการ,commerce entrepreneur
1.0,less than high school,married,สมุทรปราการ,industrial business employee,0.0,less than high school,married,สมุทรปราการ,industrial business employee
0.0,,married,นครราชสีมา,commerce entrepreneur,0.0,,married,นครราชสีมา,commerce entrepreneur
0.0,bachelor's degree,married,สมุทรปราการ,unemployed,0.0,bachelor's degree,married,สมุทรปราการ,industrial business employee
0.0,others,single,สกลนคร,commerce entrepreneur,0.0,others,single,สกลนคร,service business entrepreneur
0.0,vocational certificate,single,ชัยภูมิ,financial institution employee,0.0,vocational certificate,single,ชัยภูมิ,service business employee
0.0,high school,married,ชลบุรี,commerce entrepreneur,0.0,high school,married,ชัยภูมิ,commerce entrepreneur
0.0,bachelor's degree,single,สุราษฎร์ธานี,commerce employee,0.0,bachelor's degree,single,สุราษฎร์ธานี,service business employee
0.0,others,single,กรุงเทพมหานคร,commerce entrepreneur,0.0,others,married - registered,กรุงเทพมหานคร,commerce entrepreneur
0.0,high school,single,ปทุมธานี,commerce employee,0.0,high school,single,ปทุมธานี,commerce entrepreneur
0.0,bachelor's degree,married,สมุทรสาคร,commerce entrepreneur,0.0,bachelor's degree,married - non registered,สมุทรสาคร,industrial entrepreneur
0.0,vocational certificate,married,เชียงราย,service business employee,0.0,vocational certificate,married,กรุงเทพมหานคร,service business employee
0.0,vocational certificate/ diploma,single,สมุทรปราการ,unemployed,0.0,vocational certificate/ diploma,single,สมุทรปราการ,politician
0.0,vocational certificate/ diploma,single,ฉะเชิงเทรา,freelance,0.0,vocational certificate/ diploma,single,นครราชสีมา,freelance
2.0,vocational certificate,married - registered,กรุงเทพมหานคร,commerce entrepreneur,2.0,less than high school,married,กรุงเทพมหานคร,agricultural/ agro industry entrepreneur
0.0,bachelor's degree,single,อุบลราชธานี,commerce employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,industrial business employee
0.0,,single,สมุทรปราการ,commerce employee,0.0,,,สมุทรปราการ,housewife/househusband
0.0,bachelor's degree,married,กรุงเทพมหานคร,commerce employee,0.0,bachelor's degree,married,กรุงเทพมหานคร,service business employee
0.0,bachelor's degree,single,นครราชสีมา,government employee,0.0,bachelor's degree,single,นครราชสีมา,freelance
0.0,others,married - registered,สมุทรปราการ,service business entrepreneur,0.0,others,married,สมุทรปราการ,service business entrepreneur
1.0,bachelor's degree,married,กรุงเทพมหานคร,industrial business employee,0.0,bachelor's degree,married,กรุงเทพมหานคร,industrial business employee
0.0,high school,married - registered,กรุงเทพมหานคร,commerce entrepreneur,0.0,high school,married - registered,กรุงเทพมหานคร,service business entrepreneur
0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,service business entrepreneur,0.0,vocational certificate/ diploma,married,ราชบุรี,freelance
1.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee
0.0,,single,นนทบุรี,freelance,0.0,,single,นนทบุรี,"student, university student"
0.0,others,single,กรุงเทพมหานคร,commerce employee,0.0,others,single,กรุงเทพมหานคร,"student, university student"
0.0,vocational certificate/ diploma,married,กรุงเทพมหานคร,commerce employee,0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,commerce employee
0.0,high school,married,สมุทรสาคร,service business employee,0.0,high school,married,ตราด,freelance
0.0,master's degree,married - registered,กรุงเทพมหานคร,service business employee,0.0,bachelor's degree,single,กรุงเทพมหานคร,freelance
1.0,vocational certificate/ diploma,single,ชลบุรี,industrial business employee,0.0,vocational certificate/ diploma,single,ชลบุรี,industrial business employee
0.0,,single,ชลบุรี,commerce entrepreneur,0.0,,single,กรุงเทพมหานคร,service business employee
0.0,less than high school,single,ฉะเชิงเทรา,housewife/househusband,0.0,less than high school,single,ฉะเชิงเทรา,other freelancers
0.0,bachelor's degree,single,เพชรบูรณ์,service business entrepreneur,0.0,bachelor's degree,single,สมุทรปราการ,industrial business employee
0.0,bachelor's degree,single,ชลบุรี,commerce employee,0.0,bachelor's degree,single,ชลบุรี,commerce entrepreneur
0.0,less than high school,married,ระยอง,industrial business employee,0.0,less than high school,married,ระยอง,freelance
0.0,high school,single,กรุงเทพมหานคร,service business employee,0.0,high school,single,เพชรบุรี,industrial business employee
0.0,vocational certificate/ diploma,single,สุพรรณบุรี,freelance,0.0,vocational certificate/ diploma,single,สุพรรณบุรี,agricultural/ agro industry entrepreneur
0.0,high school,married,กรุงเทพมหานคร,freelance,0.0,high school,married - registered,กรุงเทพมหานคร,freelance
0.0,,single,กรุงเทพมหานคร,commerce employee,0.0,,single,กรุงเทพมหานคร,service business employee
0.0,others,single,เชียงใหม่,service business employee,0.0,others,single,พัทลุง,"student, university student"
0.0,vocational certificate/ diploma,single,กาญจนบุรี,service business employee,0.0,vocational certificate/ diploma,single,นครปฐม,industrial business employee
2.0,master's degree,married,นนทบุรี,commerce entrepreneur,2.0,master's degree,married,นนทบุรี,entrepreneur/ owner/ company director/ partner
0.0,others,married,สระบุรี,government employee,0.0,others,married - registered,สระบุรี,soldier
0.0,others,single,สระบุรี,nurse,0.0,others,single,สระบุรี,industrial business employee
0.0,bachelor's degree,married - registered,นครศรีธรรมราช,government employee,0.0,bachelor's degree,married,นครศรีธรรมราช,government employee
