Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Demog Summary
0.0,0.0,Male,less than high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,32585.03,79.0,3.29,1.0,9.0,62.0,1.0,8.0,17.0,1.0,2.0,157025.5,157020.0,59,Southern,Freelancer,2968,"This individual is a seasoned 59-year-old male freelancer residing in the Southern region, navigating life with the practical perspective of someone with less than a high school education. As a married man without children, he likely focuses his energy on his professional endeavors and personal relationships, embodying a lifestyle shaped by independence and experience."
0.0,Unknown,Male,bachelor's degree,single,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1782.1,36.0,1.44,1.0,4.0,27.0,1.0,2.0,9.0,1.0,2.0,8236.81,10906.3,30,Northern,Other,1893,"This individual reflects a young adult male navigating a diverse occupational path in the Northern region. With a bachelor's degree shaping his professional foundation, he is currently single and without children, allowing for a focus on personal and career development."
2.0,0.0,Female,high school,married,6.0,6.0,2.0,0.0,5.0,1.0,0.0,1.0,0.42,184.0,6.57,1.0,16.0,127.0,1.0,10.0,57.0,1.0,6.0,56131.0,56231.0,47,Western,Freelancer,729,"This individual is a mid-life female freelancer residing in the Western region, balancing professional independence with family responsibilities. With a high school education, she brings practical knowledge and adaptability to her work. Married and raising two children, she navigates the demands of both her personal and professional life, reflecting a dynamic and multifaceted lifestyle."
0.0,0.0,Female,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Western,Corporate Employee,1650,"This individual is a career-focused 39-year-old woman working as a corporate professional in the Western region. With a bachelor's degree shaping her educational foundation, she brings a well-rounded perspective to her professional endeavors. Married but without children, she is likely in a life stage prioritizing personal and career growth, balancing her commitments within a structured yet dynamic lifestyle."
0.0,0.0,Male,less than high school,single,6.0,6.0,6.0,0.0,4.0,1.0,0.0,2.0,0.0,156.0,6.78,1.0,23.0,61.0,1.0,9.0,95.0,1.0,14.0,45435.0,45435.1,27,Central,Corporate Employee,617,"This customer represents a young adult male navigating the early stages of a corporate career, residing in the Central region. With an education level below high school, he may be focused on gaining practical experience and advancing professionally. As a single individual without children, his lifestyle likely emphasizes personal growth, career development, and leisure activities."
0.0,Unknown,Male,Unknown,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.8,33.0,4.71,1.0,16.0,10.0,1.0,4.0,23.0,1.0,12.0,19432.94,19633.0,26,Central,Freelancer,3070,"This individual is a young, single male navigating the flexibility of freelance work while residing in the Central region. With no children and an unspecified educational background, he is likely focused on building his career and exploring opportunities that align with his independent lifestyle."
0.0,0.0,Female,high school,single,4.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,57456.31,20.0,2.0,1.0,3.0,10.0,1.0,2.0,10.0,1.0,2.0,43687.33,1809.17,29,Central,Corporate Employee,3018,"This individual reflects a young, career-focused woman working in the corporate sector and residing in the Central region. With a high school education as her academic foundation, she is navigating her professional journey while maintaining a single lifestyle. Currently without children, she is likely channeling her energy toward personal growth and career advancement, characteristic of someone in an early stage of adulthood."
0.0,Unknown,Female,others,others,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.17,34.0,2.13,1.0,6.0,14.0,1.0,3.0,20.0,1.0,3.0,7667.0,8332.39,26,Northeastern,Student,4031,"This individual is a young adult female pursuing her studies in the Northeastern region. With an educational background categorized as non-traditional and a marital status that falls outside conventional classifications, she is focused on academic and personal growth. As a student without children, her current lifestyle reflects a phase of exploration and preparation for future opportunities."
1.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,3.0,1.0,5.0,1.0,0.0,3.0,57258.16,68.0,2.96,1.0,9.0,17.0,1.0,3.0,51.0,1.0,8.0,574614.69,566790.83,55,Central,Corporate Employee,2445,"This individual embodies a seasoned professional life stage as a 55-year-old female corporate employee residing in the Central region. With a bachelor's degree shaping her career trajectory, she balances her professional commitments with her personal life as a married woman in a registered partnership. Her family dynamic includes raising one child, reflecting a blend of career focus and familial responsibilities."
0.0,0.0,Female,vocational certificate/ diploma,single,6.0,6.0,2.0,0.0,5.0,1.0,0.0,1.0,20020.53,77.0,3.08,1.0,6.0,24.0,1.0,3.0,53.0,1.0,5.0,76319.0,64483.86,34,Northeastern,Entrepreneur,1067,"This individual is a driven 34-year-old female entrepreneur residing in the Northeastern region. With a vocational certificate or diploma, she has cultivated practical skills that support her independent career pursuits. Currently single and without children, she is likely focused on personal and professional growth, embracing the flexibility to navigate opportunities in her field."
0.0,0.0,Male,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,405.69,23.0,2.88,1.0,4.0,6.0,1.0,2.0,17.0,2.0,4.0,47000.0,46620.0,58,Northeastern,Freelancer,3649,"This individual reflects a seasoned male freelancer residing in the Northeastern region, whose high school education has supported a flexible and independent career path. At 58 years old, he is in a stable phase of life, marked by a long-standing marriage but no children, allowing him to focus on personal and professional pursuits."
0.0,Unknown,Female,bachelor's degree,married - registered,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,34,Central,Corporate Employee,4208,"This customer embodies a mid-career professional female navigating the corporate world in the bustling Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational foundation to her role. Married through a registered partnership, she is currently focused on personal and professional growth, as her household does not include children. Her demographic profile reflects a balance between ambition and stability, making her a prime candidate for offerings tailored to urban professionals seeking opportunities for advancement or lifestyle enrichment."
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,30418.3,89.0,3.3,1.0,8.0,20.0,1.0,5.0,69.0,1.0,5.0,109232.98,103058.24,54,Central,Corporate Employee,2739,"This customer represents a mid-career professional female working in the corporate sector, residing in the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational foundation to her professional life. As a single individual with no children, her lifestyle likely reflects a focus on personal growth, career advancement, and independent living."
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,4.0,1.0,4.0,1.0,0.0,2.0,59991.71,45.0,2.5,1.0,7.0,10.0,1.0,2.0,35.0,1.0,6.0,74653.2,121665.65,41,Northern,Corporate Employee,1569,"This individual represents a mid-career male corporate professional residing in the Northern region. With a bachelor's degree shaping his educational foundation, he brings a well-rounded perspective to his work environment. Currently single and without children, he likely enjoys the flexibility to focus on personal and professional growth. His life stage suggests a blend of stability and ambition, characteristic of someone navigating opportunities in a structured corporate setting."
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2458.82,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,300.0,4914.93,53,Central,Entrepreneur,2738,"This customer embodies a seasoned, independent female entrepreneur residing in the Central region. With no formal education details available, her professional focus likely reflects a self-driven and adaptive approach to building her career. As a single individual without children, she may prioritize personal growth and business ventures, positioning her in a life stage centered on professional achievement and self-sufficiency."
0.0,0.0,Female,less than high school,married,5.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,1573.55,141.0,4.7,1.0,10.0,86.0,1.0,8.0,55.0,1.0,5.0,78606.0,79507.79,52,Central,Corporate Employee,3968,"This individual embodies a seasoned, middle-aged woman working in the corporate sector, residing in the Central region. With less than a high school education, she has likely developed her career through hands-on experience and practical skills. Married but without children, her household dynamics may allow for a focus on professional growth and personal interests."
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,16417.15,3.0,1.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,26539.61,10200.0,42,Central,Corporate Employee,3547,"This individual reflects a mid-career male corporate professional residing in the central region. With a vocational diploma as his educational foundation, he brings practical expertise to his work environment. Currently single and without children, his lifestyle is likely focused on personal growth and career advancement, aligning with the independence and flexibility often seen at this stage of life."
0.0,1.0,Male,master's degree,married,5.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,379.04,86.0,3.19,1.0,7.0,10.0,1.0,2.0,76.0,1.0,7.0,710730.0,779311.44,41,Southern,Freelancer,336,"This individual represents a mid-career male freelancer residing in the southern region, characterized by a strong academic foundation with a master’s degree. As a married professional without children, his lifestyle likely balances personal and professional pursuits, reflecting a focus on career development and flexibility."
0.0,Unknown,Male,others,married - registered,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,520.83,62.0,2.7,1.0,9.0,27.0,1.0,5.0,35.0,1.0,4.0,30705.0,30185.0,26,Central,Corporate Employee,2840,"This individual is a young, married male navigating his early career as a corporate employee in the Central region. With a non-traditional educational background, he brings a unique perspective to his professional endeavors. Currently without children, he and his spouse are likely focused on building their careers and establishing a stable foundation for the future."
0.0,Unknown,Female,bachelor's degree,single,4.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,24596.81,76.0,3.62,1.0,22.0,8.0,1.0,3.0,68.0,1.0,19.0,91446.0,67733.3,48,Central,Corporate Employee,1349,"This individual reflects a mid-career professional woman working in the corporate sector, residing in the Central region. With a bachelor's degree underpinning her expertise, she brings a well-rounded educational background to her role. At 48 years old and single, she navigates life independently, focusing on personal and professional growth. Without children, her lifestyle likely allows for flexibility and a strong emphasis on career and individual pursuits."
2.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,23215.05,8.0,1.6,1.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,78950.0,56097.7,73,Northeastern,Entrepreneur,1016,"This customer embodies a seasoned and enterprising individual in her early 70s, residing in the Northeastern region. As a married woman with two grown children, she balances her family commitments with the dynamic demands of entrepreneurial pursuits. Her educational background, which is less than high school, reflects a focus on practical experience and self-driven success over formal academics. Her life stage suggests a blend of wisdom and resilience, shaped by decades of personal and professional growth. Living in a region known for its cultural and economic vibrancy, she likely engages in activities that align with her entrepreneurial spirit while maintaining strong familial ties."
0.0,Unknown,Female,Unknown,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,50000.25,6.0,1.5,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,49831.66,47832.0,27,Central,Corporate Employee,2817,"This individual is a young, single woman working in the corporate sector and residing in the Central region. While her educational background is unspecified, her current life stage suggests a focus on career development and personal growth. With no children, she likely has the flexibility to prioritize professional aspirations and explore opportunities for self-improvement and leisure."
0.0,0.0,Female,master's degree,married - registered,5.0,5.0,1.0,2.0,4.0,1.0,0.0,1.0,153927.09,33.0,1.74,1.0,4.0,7.0,1.0,2.0,26.0,1.0,3.0,77750.0,74860.19,38,Eastern,Corporate Employee,1632,"This customer represents an established, career-focused woman working as a corporate employee in the Eastern region. With a master’s degree, she likely values professional growth and intellectual pursuits. Married and without children, her lifestyle may center around balancing personal and professional commitments, potentially prioritizing travel, financial planning, or charitable endeavors."
0.0,1.0,Female,bachelor's degree,single,7.0,7.0,2.0,0.0,5.0,0.0,0.0,1.0,2423.16,43.0,2.15,1.0,7.0,5.0,1.0,2.0,38.0,1.0,7.0,50210.0,49203.5,45,Central,Corporate Employee,3731,"This customer represents a mid-career professional female working in the corporate sector and residing in the Central region. With a bachelor's degree shaping her career path, she brings a well-rounded educational background to her professional endeavors. As a single individual with no children, her lifestyle likely reflects a focus on personal growth, career advancement, and independent living."
0.0,1.0,Female,master's degree,single,4.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,9434.69,33.0,2.06,1.0,6.0,6.0,1.0,3.0,27.0,1.0,3.0,26153.04,43967.42,56,Northeastern,Corporate Employee,2810,"This customer represents an experienced, career-focused female corporate employee based in the Northeastern region. With a master's degree, she demonstrates a strong commitment to education and professional growth, which likely aligns with her established position in the corporate world. At 56 years old and single, she embodies an independent lifestyle, balancing personal and professional aspirations without the responsibilities of raising children. Her demographic profile suggests a mature, self-sufficient individual who may prioritize financial planning, travel, and philanthropic interests over family-oriented expenditures."
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Central,Corporate Employee,3295,"This individual is a young, single woman navigating her early career as a corporate employee in the Central region. While her educational background is unspecified, her current life stage reflects a focus on professional growth and independence. With no children, her lifestyle likely centers around personal development and career aspirations, characteristic of someone establishing themselves in a dynamic urban or semi-urban environment."
0.0,Unknown,Female,Unknown,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,9000.0,21.0,1.91,1.0,3.0,6.0,1.0,2.0,15.0,1.0,3.0,18500.0,20500.0,26,Central,Corporate Employee,3326,"This individual is a young adult female navigating her early career as a corporate employee in the Central region. While her educational background is unspecified, her single status and lack of children suggest a focus on personal and professional growth at this stage in life."
0.0,0.0,Male,others,others,4.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,10843.14,10.0,2.0,1.0,3.0,6.0,1.0,2.0,4.0,1.0,2.0,59820.0,56111.85,30,Central,Corporate Employee,1313,"This individual is a young adult male working as a corporate employee in the bustling Central region. With an educational background categorized as ""others,"" he may have pursued alternative or specialized learning paths. His marital status, also listed as ""others,"" suggests a non-traditional or unspecified relationship context. Currently without children, he appears to be in a phase of life focused on career development and personal growth."
0.0,0.0,Female,bachelor's degree,married - registered,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.31,28.0,2.15,1.0,5.0,5.0,1.0,2.0,23.0,1.0,5.0,30076.05,31046.22,40,Southern,Corporate Employee,551,"This individual embodies a mid-career professional woman working in the corporate sector, residing in the Southern region. At 40 years old, she holds a bachelor's degree, reflecting a solid educational foundation that supports her career trajectory. Married and in a registered partnership, she and her spouse have chosen a lifestyle without children, allowing her to focus on personal and professional growth."
0.0,Unknown,Male,Unknown,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,36,Central,Corporate Employee,2522,"This individual is a mid-career male corporate professional residing in the Central region. While his educational background is unspecified, his single status and lack of children suggest a focus on personal and career development at this stage of life."
1.0,0.0,Male,high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.33,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,12912.75,13405.47,40,Central,Corporate Employee,2266,"This customer represents a mid-career male corporate professional residing in the Central region. With a high school education, he has established a stable foundation for his career and personal life. Married and raising one child, he balances the responsibilities of family and work, reflecting a life stage focused on growth and stability."
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,33757.6,5.0,1.25,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,12200.0,103746.86,80,Central,Entrepreneur,453,"This customer represents a seasoned, 80-year-old female entrepreneur based in the Central region, combining the wisdom of her years with the strategic mindset of a business owner. With a bachelor's degree shaping her perspective, she brings a well-rounded educational foundation to her endeavors. Married but without children, her household dynamic allows her to focus on her professional pursuits and personal interests."
0.0,0.0,Female,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,4196.39,22.0,1.57,1.0,4.0,6.0,1.0,2.0,16.0,1.0,3.0,70650.0,76095.0,46,Central,Unemployed,1009,"This individual is a mid-life female residing in the Central region, navigating life with the practical expertise gained from a vocational certificate or diploma. Currently unemployed, she focuses her time and energy outside of formal work commitments. Married but without children, her household dynamics allow for a unique balance of personal and shared responsibilities."
0.0,1.0,Female,bachelor's degree,married - registered,8.0,8.0,4.0,5.0,7.0,2.0,0.0,3.0,1255238.68,95.0,3.28,1.0,10.0,10.0,1.0,1.0,85.0,1.0,9.0,30519.0,155299.79,48,Central,Corporate Employee,3119,"This individual is a mid-career female corporate professional residing in the Central region. With a bachelor's degree underpinning her career trajectory, she brings a well-rounded educational background to her professional endeavors. Married and in a registered partnership, she navigates her life without the responsibilities of children, allowing her to focus on personal and professional growth."
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,701.76,111.0,3.96,2.0,8.0,28.0,1.0,3.0,83.0,1.0,7.0,17316.13,16614.91,25,Central,Corporate Employee,4112,"This individual is a young adult male navigating the early stages of his professional career as a corporate employee in the Central region. With a bachelor's degree providing a solid educational foundation, he is focused on personal and career growth. Being single and without children, his current lifestyle likely emphasizes flexibility and independence, allowing him to explore opportunities and experiences that align with his ambitions."
0.0,Unknown,Female,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,980.13,15.0,1.67,1.0,3.0,4.0,1.0,1.0,11.0,1.0,2.0,4900.0,4867.77,42,Central,Corporate Employee,3507,"This individual reflects a mid-career professional woman working in the corporate sector, residing in the Central region. At 42 years old, she brings the perspective of a well-educated individual, holding a bachelor's degree, which likely supports her career trajectory. Being single and without children, her lifestyle may be more focused on personal growth, career advancement, and leisure pursuits."
0.0,Unknown,Male,Unknown,Unknown,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,5482.15,84.0,3.5,1.0,12.0,11.0,1.0,3.0,73.0,1.0,11.0,173503.01,173881.51,47,Central,Corporate Employee,154,"This customer represents a mid-career male corporate employee residing in the central region, navigating life with an undefined educational background and marital status. With no children, his focus may lean toward professional growth and personal pursuits, reflecting a lifestyle centered around individual priorities."
0.0,1.0,Male,others,married,4.0,4.0,2.0,1.0,3.0,1.0,0.0,2.0,32338.46,7.0,1.17,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,31000.0,4873.43,49,Northeastern,Entrepreneur,3148,"This customer represents a mid-life male entrepreneur based in the Northeastern region, navigating his career with a non-traditional educational background. As a married individual without children, his lifestyle likely reflects a focus on professional growth and personal pursuits, shaped by the demands and opportunities of his entrepreneurial endeavors."
0.0,Unknown,Male,others,married,4.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,8.79,20.0,1.67,1.0,3.0,4.0,1.0,1.0,16.0,1.0,3.0,21602.63,21701.0,37,Northeastern,Unemployed,2909,"This individual represents a mid-life male residing in the Northeastern region, navigating life with a non-traditional educational background. Currently unemployed, he may be exploring new opportunities or alternative pursuits outside the workforce. As a married man without children, his household dynamics likely focus on a partnership-oriented lifestyle, free from the demands of parenting."
0.0,0.0,Female,vocational certificate/ diploma,married - registered,6.0,5.0,3.0,1.0,3.0,1.0,0.0,3.0,50687.16,84.0,2.9,1.0,18.0,18.0,1.0,4.0,66.0,1.0,14.0,68865.0,72959.32,41,Eastern,Corporate Employee,3344,"This individual is a career-focused 41-year-old woman working as a corporate employee in the Eastern region. With a vocational certificate or diploma shaping her professional expertise, she brings a practical and skills-oriented approach to her work. Married under a registered union, she shares her life with a partner but currently has no children, allowing her to dedicate significant attention to her career and personal growth."
0.0,Unknown,Male,others,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,500.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,Central,Corporate Employee,488,"This customer represents a retired male with a background in corporate employment, residing in the Central region. At 75 years old, he is in a later stage of life, navigating retirement alongside his spouse. With an education level categorized as ""others,"" his academic background may be nontraditional or specialized. Not having children, his household dynamics likely focus on his marital partnership and personal pursuits."
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1143209.23,15.0,1.25,1.0,2.0,3.0,1.0,1.0,12.0,1.0,2.0,55089.5,29173.0,37,Central,Freelancer,560,"This individual represents an independent, mid-career male freelancer residing in the Central region. With a bachelor's degree shaping his professional expertise, he navigates a dynamic work environment that aligns with his flexible lifestyle. As a single adult without children, his focus likely leans toward personal growth, career advancement, and leisure pursuits."
0.0,0.0,Male,less than high school,married - registered,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,40361.69,41.0,2.28,1.0,6.0,0.0,0.0,0.0,41.0,1.0,6.0,0.0,219644.8,49,Central,Entrepreneur,1142,"This individual is a middle-aged male entrepreneur residing in the Central region, navigating life with the practical mindset often shaped by less than a high school education. As a registered married partner, he shares his household without the added responsibilities of children, allowing him to focus on his business ventures and professional pursuits."
0.0,Unknown,Female,vocational certificate/ diploma,others,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,43511.32,59.0,2.57,1.0,5.0,17.0,1.0,3.0,42.0,1.0,4.0,435062.73,1091783.04,55,Central,Corporate Employee,3823,"This individual is a seasoned 55-year-old female corporate professional residing in the Central region. With a vocational certificate or diploma shaping her educational foundation, she brings practical expertise to her career. Currently unmarried and without children, her lifestyle reflects a focus on personal and professional pursuits."
0.0,1.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47,Northeastern,Other,3978,"This individual is a middle-aged male residing in the Northeastern region, navigating life with a high school education and a career outside traditional occupation categories. As a married man without children, his lifestyle reflects a focus on personal and shared goals within his partnership, potentially prioritizing stability and practical decision-making."
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,150.82,171.0,5.52,1.0,13.0,45.0,1.0,5.0,126.0,1.0,9.0,15912.5,16328.0,22,Eastern,Student,1013,"This individual represents a young adult male navigating life as a student in the Eastern region. With a high school education as his foundation, he is likely focused on academic or early career pursuits. Currently single and without children, his lifestyle reflects the independence and exploration typical of his age group and life stage."
1.0,1.0,Male,bachelor's degree,married,7.0,6.0,5.0,1.0,3.0,1.0,0.0,2.0,69753.71,6.0,1.2,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,10000.0,11539.0,69,Central,Corporate Employee,1932,"This customer represents a seasoned male corporate professional based in the Central region, navigating the later stages of his career with the foundation of a bachelor's degree. As a married individual with one child, his life reflects a balance of familial responsibilities and professional commitments. His demographic profile suggests a stable and established lifestyle, shaped by years of experience in the workforce and a focus on maintaining connections within his family and community."
2.0,0.0,Male,high school,married,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,44993.1,48.0,2.29,1.0,7.0,4.0,1.0,2.0,44.0,1.0,6.0,469340.0,427380.0,57,Central,Entrepreneur,4065,"This individual reflects a seasoned male entrepreneur in his late 50s, residing in the Central region. With a high school education as his academic foundation, he has likely cultivated a wealth of practical experience to support his business endeavors. Married and a father of two, he balances his professional ambitions with the responsibilities of family life, embodying a stable and established phase of adulthood."
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,300.64,97.0,4.04,2.0,7.0,15.0,1.0,3.0,82.0,1.0,6.0,11082.0,10803.5,23,Southern,Student,1151,"This individual is a young, single woman in her early twenties, currently pursuing her studies and residing in the Southern region. With a high school education as her academic foundation, she is focused on her role as a student, navigating the early stages of adulthood. Unmarried and without children, her lifestyle reflects the independence and exploration typical of this phase in life."
0.0,1.0,Male,bachelor's degree,married,5.0,5.0,3.0,0.0,4.0,1.0,0.0,2.0,1665603.21,23.0,1.53,1.0,4.0,2.0,2.0,2.0,21.0,1.0,2.0,24125.0,24446.25,59,Central,Corporate Employee,3546,"This customer represents an experienced male corporate professional based in the Central region, navigating life with the stability of a bachelor's degree and the support of a long-term marital partnership. At 59 years old, he is likely in the later stages of his career, focusing on maintaining his professional contributions while enjoying a child-free household, which may afford him greater flexibility in his personal and financial pursuits."
0.0,0.0,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.63,30.0,2.31,1.0,4.0,10.0,1.0,2.0,20.0,1.0,4.0,2690.0,3962.49,30,Northeastern,Corporate Employee,1082,"This individual is a young, single woman navigating her career as a corporate employee in the bustling Northeastern region. With a non-traditional educational background, she demonstrates adaptability and a drive to succeed in her professional endeavors. Currently without children, her focus is likely centered on personal growth and career advancement, reflecting a dynamic and independent lifestyle."
0.0,0.0,Female,high school,married - registered,5.0,5.0,1.0,2.0,4.0,0.0,0.0,1.0,1795.02,66.0,3.3,1.0,11.0,20.0,1.0,3.0,46.0,1.0,10.0,45175.81,53468.88,37,Eastern,Corporate Employee,831,"This customer represents an established, career-focused woman working as a corporate employee in the Eastern region. With a high school education, she has built a stable professional life and is in a registered marriage. At 37 years old, she is navigating this phase of adulthood without children, balancing personal and professional priorities in a structured and goal-oriented manner."
0.0,1.0,Female,bachelor's degree,married,4.0,4.0,4.0,0.0,3.0,1.0,0.0,2.0,142967.73,20.0,1.82,1.0,4.0,3.0,1.0,2.0,17.0,1.0,2.0,106100.0,184245.22,56,Central,Homemaker,1130,"This customer represents a mature, middle-aged female homemaker residing in the Central region. With a bachelor's degree, she brings a well-rounded educational background to her daily life. Married but without children, her household dynamics likely focus on shared responsibilities and personal pursuits rather than parenting demands. Her role as a homemaker suggests she may prioritize domestic management and community engagement, shaping her interests and spending patterns."
0.0,1.0,Female,bachelor's degree,married - registered,5.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,0.59,159.0,5.68,1.0,19.0,83.0,1.0,12.0,76.0,1.0,7.0,302590.0,303554.58,48,Central,Professional,636,"This individual embodies a mid-life professional woman residing in the Central region, whose bachelor's degree reflects a solid educational foundation supporting her career. As a married individual without children, she likely focuses on personal and professional growth, balancing her commitments with her partner."
0.0,1.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Southern,Entrepreneur,370,"This individual reflects a mid-life male entrepreneur rooted in the Southern region, navigating his career with the resourcefulness often associated with those who have not completed high school. As a married man without children, his focus likely leans heavily on professional pursuits and personal growth within his partnership, shaping a lifestyle centered on ambition and stability."
0.0,0.0,Female,bachelor's degree,single,7.0,6.0,5.0,1.0,3.0,1.0,0.0,2.0,8055.51,45.0,2.65,1.0,9.0,7.0,1.0,2.0,38.0,1.0,8.0,40814.0,44564.93,47,Central,Corporate Employee,269,"This customer represents a mid-career professional female working in the corporate sector, residing in the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational foundation to her professional life. As a single individual without children, her lifestyle likely reflects a focus on personal growth, career advancement, and independent living."
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1750.14,219.0,8.42,1.0,17.0,167.0,1.0,14.0,52.0,1.0,5.0,199090.0,205693.58,59,Central,Entrepreneur,2984,"This customer embodies an experienced, independent female entrepreneur residing in the Central region. With a vocational certificate or diploma, she brings practical expertise to her professional endeavors. At 59 years old and single, she navigates life with a focus on personal and career growth, unencumbered by the responsibilities of children."
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,2240.86,15.0,1.88,1.0,3.0,3.0,1.0,1.0,12.0,1.0,2.0,13335.0,11525.0,53,Central,Corporate Employee,2915,"This customer represents a midlife male corporate professional residing in the Central region. With a high school education, he has likely built his career through practical experience and workplace growth. Being single and without children, his lifestyle may prioritize personal interests, career ambitions, and financial independence over family-oriented responsibilities."
