Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,cluster,merged_cluster
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Central,Student,0,0
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Eastern,Student,0,0
0.0,0.0,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Eastern,Student,0,0
0.0,0.0,Female,bachelor's degree,married - registered,7.0,6.0,3.0,1.0,3.0,1.0,0.0,3.0,220.12,126.0,4.34,1.0,10.0,43.0,1.0,4.0,83.0,1.0,6.0,52120.0,63482.0,36.0,Northeastern,Corporate Employee,0,0
0.0,,Female,,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,160.89,132.0,4.26,1.0,11.0,26.0,1.0,4.0,106.0,1.0,7.0,17999.0,18494.04,21.0,Southern,Student,0,0
0.0,,Female,,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,22.42,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,229.0,229.0,22.0,Central,Student,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.0,Central,Corporate Employee,0,0
0.0,0.0,Male,,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8038.56,53.0,2.41,1.0,5.0,10.0,1.0,2.0,43.0,1.0,4.0,55048.58,57564.0,26.0,Central,Corporate Employee,0,0
0.0,1.0,Male,bachelor's degree,single,8.0,6.0,9.0,1.0,2.0,1.0,0.0,1.0,48543.16,6.0,1.2,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,102900.0,59079.69,51.0,Central,Corporate Employee,0,0
1.0,0.0,Female,vocational certificate/ diploma,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Southern,Freelancer,0,0
0.0,0.0,Female,master's degree,single,5.0,5.0,2.0,2.0,3.0,1.0,0.0,2.0,5027.8,5.0,1.25,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5600.0,5698.25,61.0,Central,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,others,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,38.0,Central,Corporate Employee,0,0
0.0,0.0,Female,others,married - registered,6.0,6.0,3.0,2.0,2.0,1.0,0.0,2.0,23947.17,143.0,4.93,1.0,16.0,42.0,1.0,5.0,101.0,1.0,13.0,159482.99,171047.29,40.0,Central,Corporate Employee,0,0
0.0,0.0,Male,others,single,4.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,0.68,44.0,3.38,1.0,6.0,20.0,1.0,3.0,24.0,1.0,3.0,493300.0,493305.01,51.0,Central,Corporate Employee,4,4
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,133.75,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,22500.0,23000.0,29.0,Eastern,Homemaker,0,0
0.0,,Female,bachelor's degree,single,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Corporate Employee,0,0
0.0,,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,21.0,Northern,Student,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,35.0,Central,Entrepreneur,0,0
0.0,0.0,Female,high school,single,5.0,5.0,5.0,0.0,5.0,1.0,0.0,2.0,14529.94,51.0,2.32,1.0,6.0,14.0,1.0,2.0,37.0,1.0,6.0,45670.0,34131.0,32.0,Eastern,Corporate Employee,0,0
1.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,6747.4,33.0,1.94,1.0,5.0,12.0,1.0,3.0,21.0,1.0,3.0,16360.0,13699.06,43.0,Northeastern,Freelancer,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,49.0,Eastern,Corporate Employee,0,0
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,17207.75,38.0,1.81,1.0,4.0,2.0,1.0,1.0,36.0,1.0,4.0,17044.0,22885.93,29.0,Northeastern,Student,0,0
0.0,,Female,others,others,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,125000.2,28.0,1.65,1.0,3.0,27.0,1.0,3.0,1.0,1.0,1.0,21195.0,195.0,24.0,Northeastern,Student,0,0
0.0,1.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.0,Northeastern,Corporate Employee,0,0
0.0,1.0,Female,bachelor's degree,married - registered,7.0,6.0,9.0,2.0,4.0,1.0,0.0,2.0,3.54,7.0,1.17,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,78800.0,78800.0,43.0,Northern,Entrepreneur,0,0
0.0,,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.43,6.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,4066.87,18729.24,21.0,Central,Student,0,0
0.0,0.0,Female,high school,single,4.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1673.94,271.0,8.74,3.0,15.0,69.0,1.0,5.0,202.0,3.0,12.0,503339.0,503015.53,34.0,Northeastern,Corporate Employee,4,4
0.0,,Female,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,89.0,Central,Homemaker,0,0
0.0,,Female,,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1040.71,105.0,7.5,1.0,39.0,61.0,1.0,33.0,44.0,1.0,9.0,358910.0,357870.0,22.0,Eastern,Entrepreneur,4,4
0.0,,Male,,,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.56,49.0,Southern,Unemployed,0,0
0.0,0.0,Male,others,married - registered,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,27133.3,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2980.43,36.0,Southern,Corporate Employee,0,0
0.0,,Male,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,61.0,Central,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,married - registered,7.0,7.0,2.0,1.0,4.0,1.0,0.0,1.0,236.25,9.0,1.5,1.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,3500.0,3400.0,42.0,Central,Entrepreneur,0,0
0.0,,Female,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,12453.32,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,800.0,10000.0,34.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Male,less than high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,66.0,Central,Homemaker,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,37.0,Central,Freelancer,0,0
0.0,1.0,Female,master's degree,married - registered,6.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,6250.19,38.0,2.11,1.0,7.0,9.0,1.0,2.0,29.0,1.0,6.0,13882.0,14192.5,55.0,Southern,Corporate Employee,0,0
0.0,,Female,others,others,4.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.58,11.0,2.2,1.0,4.0,3.0,1.0,2.0,8.0,1.0,3.0,6780.0,6796.0,23.0,Eastern,Student,0,0
0.0,,Male,bachelor's degree,married,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.0,Eastern,Corporate Employee,0,0
0.0,,Male,others,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,53.0,Central,Corporate Employee,0,0
0.0,,Male,others,others,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,351669.72,4.0,1.33,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,42658.51,5000.0,54.0,Central,Corporate Employee,0,0
0.0,,Female,,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,Northeastern,Corporate Employee,0,0
0.0,,Male,high school,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Central,Corporate Employee,0,0
0.0,,Female,bachelor's degree,single,5.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,199.29,28.0,Northern,Corporate Employee,0,0
0.0,1.0,Male,less than high school,married - registered,5.0,5.0,2.0,2.0,5.0,0.0,0.0,2.0,127.16,9.0,2.25,1.0,6.0,3.0,1.0,2.0,6.0,1.0,4.0,194129.0,194090.0,54.0,Central,Corporate Employee,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,5718.74,53.0,2.79,1.0,9.0,21.0,1.0,3.0,32.0,1.0,6.0,30105.0,29289.0,25.0,Eastern,Student,0,0
0.0,,Male,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.46,20.0,2.0,1.0,4.0,2.0,1.0,1.0,18.0,1.0,3.0,11611.25,12981.0,23.0,Central,Corporate Employee,0,0
0.0,0.0,Male,vocational certificate/ diploma,married - registered,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Southern,Corporate Employee,0,0
0.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,500.68,25.0,3.13,1.0,6.0,8.0,1.0,2.0,17.0,1.0,6.0,7200.0,7701.0,27.0,Eastern,Corporate Employee,0,0
1.0,1.0,Male,bachelor's degree,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5968.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Southern,Entrepreneur,0,0
0.0,0.0,Female,bachelor's degree,divorce,5.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,2194.59,32.0,2.67,1.0,8.0,9.0,1.0,3.0,23.0,1.0,5.0,712804.0,832531.31,39.0,Central,Freelancer,4,4
0.0,0.0,Male,bachelor's degree,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,24.0,Central,Student,0,0
0.0,,Female,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,84.63,15.0,1.67,1.0,3.0,3.0,1.0,2.0,12.0,1.0,3.0,1093.0,2043.0,34.0,Northeastern,Professional,0,0
0.0,0.0,Male,others,married - registered,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,28.28,123.0,4.56,1.0,8.0,51.0,1.0,4.0,72.0,1.0,7.0,102196.0,112403.62,39.0,Northeastern,Entrepreneur,0,0
0.0,0.0,Male,vocational certificate,married - registered,5.0,5.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,15.0,1.88,1.0,3.0,7.0,1.0,1.0,8.0,1.0,2.0,18434.0,18434.0,39.0,Eastern,Corporate Employee,0,0
0.0,,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,52.0,Southern,Other,0,0
0.0,0.0,Male,bachelor's degree,married - registered,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,65.0,Northeastern,Corporate Employee,0,0
0.0,,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,42.0,Western,Corporate Employee,0,0
0.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Eastern,Freelancer,0,0
0.0,,Female,bachelor's degree,married - registered,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Northern,Corporate Employee,0,0
0.0,0.0,Female,less than high school,single,4.0,4.0,2.0,0.0,5.0,1.0,0.0,2.0,0.0,55.0,2.89,1.0,9.0,20.0,1.0,4.0,35.0,1.0,5.0,44524.5,44878.38,25.0,Central,Corporate Employee,0,0
1.0,0.0,Male,vocational certificate/ diploma,married - registered,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,8749.67,25.0,1.47,1.0,4.0,3.0,1.0,1.0,22.0,1.0,3.0,51785.0,55033.29,54.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Female,high school,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,63.0,Northern,Freelancer,0,0
0.0,,Female,,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,14.0,1.75,1.0,3.0,5.0,1.0,1.0,9.0,1.0,2.0,11980.0,12812.47,35.0,Southern,Entrepreneur,0,0
0.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,63.0,Northern,Freelancer,0,0
0.0,0.0,Male,bachelor's degree,married - registered,7.0,7.0,3.0,1.0,6.0,1.0,0.0,1.0,132647.11,55.0,2.12,1.0,5.0,4.0,1.0,1.0,51.0,1.0,5.0,236250.0,234283.43,37.0,Central,Entrepreneur,0,0
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Central,Corporate Employee,0,0
0.0,0.0,Male,less than high school,single,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1160848.77,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,24.92,3.74,49.0,Southern,Freelancer,5,5
0.0,,Female,others,married,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,19218.88,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2096.0,0.0,50.0,Central,Corporate Employee,0,0
0.0,1.0,Female,bachelor's degree,married,7.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,64.77,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11600.0,56.0,Southern,Corporate Employee,0,0
0.0,0.0,Female,doctorate's degree,single,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Eastern,Corporate Employee,0,0
1.0,0.0,Male,others,married - registered,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3.59,38.0,3.8,1.0,15.0,15.0,1.0,5.0,23.0,1.0,10.0,16750.0,16755.0,44.0,Northeastern,Entrepreneur,0,0
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,11317.51,35.0,2.06,1.0,4.0,4.0,1.0,1.0,31.0,1.0,4.0,16965.0,10805.75,28.0,Central,Corporate Employee,0,0
0.0,,Male,others,married - registered,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.45,5.0,2.5,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3179.0,3178.0,39.0,Central,Entrepreneur,0,0
0.0,1.0,Female,master's degree,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,4.78,10.0,2.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,2.0,24754.82,24751.4,38.0,Central,Corporate Employee,0,0
0.0,,Male,bachelor's degree,married - registered,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,12.72,14.0,2.33,1.0,4.0,7.0,1.0,2.0,7.0,1.0,2.0,150012.72,152012.72,59.0,Central,Corporate Employee,0,0
0.0,,Female,,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,0.64,17.0,2.83,1.0,7.0,3.0,1.0,2.0,14.0,1.0,7.0,11600.0,21999.5,22.0,Central,Corporate Employee,0,0
0.0,0.0,Female,high school,widow,7.0,6.0,3.0,1.0,2.0,2.0,0.0,1.0,10295.33,18.0,1.5,1.0,4.0,3.0,1.0,1.0,15.0,1.0,3.0,21209.65,21516.55,48.0,Central,Corporate Employee,0,0
0.0,,Female,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,Central,Corporate Employee,0,0
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,4691.61,15.0,1.88,1.0,4.0,4.0,1.0,2.0,11.0,1.0,4.0,9698.0,5580.0,51.0,Central,Corporate Employee,0,0
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Northeastern,Student,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,2.43,59.0,4.21,1.0,14.0,19.0,1.0,4.0,40.0,1.0,10.0,17177.0,17179.0,45.0,Central,Corporate Employee,0,0
0.0,,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,11966.7,11.0,1.38,1.0,2.0,5.0,1.0,1.0,6.0,1.0,2.0,105826.4,97652.4,44.0,Central,Unemployed,0,0
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.69,137.0,4.57,1.0,11.0,24.0,1.0,3.0,113.0,1.0,8.0,10005.0,10399.04,22.0,Northern,Student,0,0
0.0,1.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,66.0,Central,Unemployed,0,0
0.0,,Male,bachelor's degree,married - registered,5.0,5.0,1.0,0.0,3.0,2.0,0.0,1.0,697.07,138.0,4.45,1.0,10.0,90.0,1.0,7.0,48.0,1.0,5.0,49720.1,53028.46,54.0,Central,Corporate Employee,0,0
0.0,,Female,bachelor's degree,married - registered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,28.0,Northeastern,Professional,0,0
0.0,0.0,Female,less than high school,married,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,10642.47,7.0,1.17,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,8460.0,35015.0,52.0,Western,Unemployed,0,0
0.0,0.0,Female,less than high school,single,5.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,12254.57,67.0,2.79,1.0,7.0,9.0,1.0,2.0,58.0,1.0,5.0,39900.0,34052.96,43.0,Southern,Corporate Employee,0,0
1.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,42.0,Central,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,37.0,Central,Entrepreneur,0,0
0.0,0.0,Female,bachelor's degree,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,77.31,53.0,2.52,1.0,6.0,12.0,1.0,2.0,41.0,1.0,4.0,12360.0,13584.0,37.0,Southern,Freelancer,0,0
0.0,1.0,Female,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,24906.2,31.0,3.44,1.0,8.0,3.0,1.0,2.0,28.0,1.0,8.0,204388.0,179517.07,63.0,Central,Freelancer,0,0
0.0,,Female,bachelor's degree,married - registered,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.33,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4550.0,4550.0,45.0,Northeastern,Entrepreneur,0,0
0.0,0.0,Male,high school,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,44.44,38.0,2.53,1.0,7.0,14.0,1.0,2.0,24.0,1.0,5.0,50583.0,54010.0,28.0,Northeastern,Unemployed,0,0
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,130.43,94.0,3.76,1.0,10.0,31.0,1.0,5.0,63.0,1.0,5.0,19923.0,19896.0,24.0,Northeastern,Freelancer,0,0
0.0,,Female,,single,5.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,77046.68,26.0,1.86,1.0,5.0,6.0,1.0,3.0,20.0,1.0,4.0,123781.84,51029.0,40.0,Central,Corporate Employee,0,0
0.0,1.0,Female,bachelor's degree,married,6.0,6.0,2.0,1.0,3.0,1.0,0.0,1.0,1845.09,34.0,2.0,1.0,5.0,11.0,1.0,3.0,23.0,1.0,4.0,11585.0,17537.08,46.0,Southern,Entrepreneur,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,400.85,86.0,3.19,1.0,6.0,17.0,1.0,2.0,69.0,1.0,5.0,17442.0,17095.34,39.0,Northeastern,Student,0,0
0.0,,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,64.0,Northern,Other,0,0
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,1.0,1.0,3.0,2.0,0.0,1.0,92.09,51.0,3.0,1.0,14.0,10.0,1.0,3.0,41.0,1.0,11.0,39635.87,40352.17,29.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Central,Corporate Employee,0,0
1.0,0.0,Female,bachelor's degree,married,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,1448.87,35.0,1.94,1.0,6.0,13.0,1.0,2.0,22.0,1.0,4.0,14208.14,12820.75,51.0,Central,Other,0,0
0.0,1.0,Male,bachelor's degree,single,8.0,6.0,5.0,3.0,4.0,1.0,0.0,2.0,83567.42,32.0,1.68,1.0,4.0,3.0,1.0,1.0,29.0,1.0,3.0,72672.83,82566.72,56.0,Central,Corporate Employee,0,0
0.0,,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,44.0,Central,Homemaker,0,0
0.0,0.0,Male,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,33236.84,6.0,1.5,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,21104.0,14226.67,63.0,Western,Entrepreneur,0,0
0.0,0.0,Male,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,24209.85,72.0,2.57,1.0,6.0,24.0,1.0,2.0,48.0,1.0,5.0,41735.0,44691.87,47.0,Central,Freelancer,0,0
0.0,,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Western,Corporate Employee,0,0
0.0,0.0,Female,high school,married,5.0,5.0,2.0,0.0,7.0,1.0,0.0,2.0,2248.11,22.0,1.38,1.0,3.0,4.0,1.0,1.0,18.0,1.0,3.0,8336.0,8102.0,31.0,Northern,Corporate Employee,0,0
1.0,0.0,Female,high school,widow,4.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,3790.26,16.0,1.33,1.0,3.0,6.0,1.0,1.0,10.0,1.0,3.0,6360.0,8682.26,49.0,Northeastern,Freelancer,0,0
0.0,1.0,Female,bachelor's degree,single,8.0,8.0,5.0,1.0,6.0,1.0,0.0,2.0,17811.19,70.0,2.59,1.0,5.0,8.0,1.0,2.0,62.0,1.0,5.0,26160.0,54563.29,49.0,Central,Professional,0,0
1.0,0.0,Male,less than high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3.75,24.0,2.67,1.0,5.0,8.0,1.0,2.0,16.0,1.0,3.0,15570.63,15568.0,39.0,Central,Corporate Employee,0,0
1.0,0.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6064.17,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,10680.0,10700.0,71.0,Northeastern,Homemaker,0,0
0.0,,Male,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.56,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,132206.42,132245.0,42.0,Central,Corporate Employee,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,23.0,Eastern,Entrepreneur,0,0
1.0,0.0,Male,master's degree,married - registered,5.0,5.0,5.0,0.0,4.0,1.0,0.0,2.0,35084.06,196.0,6.53,1.0,12.0,169.0,1.0,11.0,27.0,1.0,3.0,12065.0,15758.67,42.0,Central,Corporate Employee,0,0
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,1.0,2.0,4.0,1.0,0.0,1.0,119344.32,129.0,4.16,1.0,11.0,15.0,1.0,2.0,114.0,1.0,10.0,180201.36,138556.11,32.0,Central,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,2331.33,109.0,4.04,1.0,13.0,36.0,1.0,4.0,73.0,1.0,10.0,194310.4,195327.42,38.0,Western,Corporate Employee,0,0
0.0,,Female,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,19.0,Southern,Student,0,0
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,251.67,9.0,1.5,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,6122.0,6287.08,31.0,Central,Corporate Employee,0,0
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1134.82,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,40.0,Southern,Corporate Employee,0,0
0.0,1.0,Female,bachelor's degree,single,10.0,8.0,4.0,5.0,5.0,1.0,0.0,2.0,7583.14,97.0,3.34,1.0,12.0,11.0,1.0,2.0,86.0,1.0,11.0,584579.92,595079.09,40.0,Central,Corporate Employee,4,4
